model,distance
Rice2020Overfitting,0.0941220223903656
Rice2020Overfitting,0.03905981779098511
Rice2020Overfitting,0.07426115870475769
Rice2020Overfitting,0.029449820518493652
Rice2020Overfitting,0.07598841190338135
Rice2020Overfitting,0.01867586374282837
Rice2020Overfitting,0.1394001543521881
Rice2020Overfitting,0.0
Rice2020Overfitting,0.1861077845096588
Rice2020Overfitting,0.0
Rice2020Overfitting,0.02871134877204895
Rice2020Overfitting,0.030867338180541992
Rice2020Overfitting,0.03675749897956848
Rice2020Overfitting,0.050596266984939575
Rice2020Overfitting,0.07709860801696777
Rice2020Overfitting,0.026862144470214844
Rice2020Overfitting,0.038849472999572754
Rice2020Overfitting,0.0025795400142669678
Rice2020Overfitting,0.008365213871002197
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.012152612209320068
Rice2020Overfitting,0.01810222864151001
Rice2020Overfitting,0.0
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.07659605145454407
Rice2020Overfitting,0.04099181294441223
Rice2020Overfitting,0.03987804055213928
Rice2020Overfitting,0.02304103970527649
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.04562121629714966
Rice2020Overfitting,0.015170425176620483
Rice2020Overfitting,0.0077315568923950195
Rice2020Overfitting,0.0
Rice2020Overfitting,0.028200417757034302
Rice2020Overfitting,0.042609840631484985
Rice2020Overfitting,0.027700841426849365
Rice2020Overfitting,0.005159646272659302
Rice2020Overfitting,0.15100455284118652
Rice2020Overfitting,0.06107133626937866
Rice2020Overfitting,0.024530678987503052
Rice2020Overfitting,0.021991848945617676
Rice2020Overfitting,0.0
Rice2020Overfitting,0.0
Rice2020Overfitting,0.08439886569976807
Rice2020Overfitting,0.017578333616256714
Rice2020Overfitting,0.062073200941085815
Rice2020Overfitting,0.0
Rice2020Overfitting,0.06602543592453003
Rice2020Overfitting,0.0
Rice2020Overfitting,0.02368706464767456
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.014584571123123169
Rice2020Overfitting,0.00803634524345398
Rice2020Overfitting,0.003422677516937256
Rice2020Overfitting,0.0
Rice2020Overfitting,0.07501909136772156
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.010923981666564941
Rice2020Overfitting,0.07456517219543457
Rice2020Overfitting,0.047541648149490356
Rice2020Overfitting,0.022009074687957764
Rice2020Overfitting,0.03245210647583008
Rice2020Overfitting,0.0968770682811737
Rice2020Overfitting,0.06628075242042542
Rice2020Overfitting,0.017605096101760864
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.09864872694015503
Rice2020Overfitting,0.053970545530319214
Rice2020Overfitting,0.0
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.015556007623672485
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.03975898027420044
Rice2020Overfitting,0.0024890005588531494
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.08689075708389282
Rice2020Overfitting,0.033672481775283813
Rice2020Overfitting,0.05458718538284302
Rice2020Overfitting,0.09944942593574524
Rice2020Overfitting,0.021498531103134155
Rice2020Overfitting,0.30000004172325134
Rice2020Overfitting,0.07934421300888062
Rice2020Overfitting,0.01624283194541931
Rice2020Overfitting,0.016950160264968872
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.04981222748756409
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.003093928098678589
Rice2020Overfitting,0.051801860332489014
Rice2020Overfitting,0.048017919063568115
Rice2020Overfitting,0.16935929656028748
Rice2020Overfitting,0.023860126733779907
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.002099752426147461
Rice2020Overfitting,0.043628692626953125
Rice2020Overfitting,0.0366726815700531
Rice2020Overfitting,0.04572010040283203
Rice2020Overfitting,0.039562761783599854
Rice2020Overfitting,0.011516034603118896
Rice2020Overfitting,0.0
Rice2020Overfitting,0.0
Rice2020Overfitting,0.034365057945251465
Rice2020Overfitting,0.0
Rice2020Overfitting,0.06689661741256714
Rice2020Overfitting,0.1497792899608612
Rice2020Overfitting,0.05647444725036621
Rice2020Overfitting,0.0
Rice2020Overfitting,0.03237497806549072
Rice2020Overfitting,0.026629656553268433
Rice2020Overfitting,0.0
Rice2020Overfitting,0.0023532509803771973
Rice2020Overfitting,0.043640196323394775
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.026203662157058716
Rice2020Overfitting,0.29683780670166016
Rice2020Overfitting,0.030176222324371338
Rice2020Overfitting,0.03503823280334473
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.08461752533912659
Rice2020Overfitting,0.038999319076538086
Rice2020Overfitting,0.0
Rice2020Overfitting,0.03293904662132263
Rice2020Overfitting,0.06735941767692566
Rice2020Overfitting,0.039498209953308105
Rice2020Overfitting,0.015457004308700562
Rice2020Overfitting,0.08495771884918213
Rice2020Overfitting,0.007892608642578125
Rice2020Overfitting,0.07736536860466003
Rice2020Overfitting,0.0
Rice2020Overfitting,0.047722071409225464
Rice2020Overfitting,0.06435760855674744
Rice2020Overfitting,0.07796788215637207
Rice2020Overfitting,0.018218547105789185
Rice2020Overfitting,0.04481738805770874
Rice2020Overfitting,0.07267776131629944
Rice2020Overfitting,0.04678410291671753
Rice2020Overfitting,0.03223147988319397
Rice2020Overfitting,0.04832759499549866
Rice2020Overfitting,0.05775463581085205
Rice2020Overfitting,0.0
Rice2020Overfitting,0.09093958139419556
Rice2020Overfitting,0.07422131299972534
Rice2020Overfitting,0.042419612407684326
Rice2020Overfitting,0.04638746380805969
Rice2020Overfitting,0.01857239007949829
Rice2020Overfitting,0.0
Rice2020Overfitting,0.0
Rice2020Overfitting,0.09040302038192749
Rice2020Overfitting,0.002888113260269165
Rice2020Overfitting,0.018478810787200928
Rice2020Overfitting,0.0
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.043846577405929565
Rice2020Overfitting,0.0011864453554153442
Rice2020Overfitting,0.054509758949279785
Rice2020Overfitting,0.09596937894821167
Rice2020Overfitting,0.15159374475479126
Rice2020Overfitting,0.037850648164749146
Rice2020Overfitting,0.034071505069732666
Rice2020Overfitting,0.009795606136322021
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.19716763496398926
Rice2020Overfitting,0.07912313938140869
Rice2020Overfitting,0.044175535440444946
Rice2020Overfitting,0.0035580992698669434
Rice2020Overfitting,0.0051190853118896484
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.05521690845489502
Rice2020Overfitting,0.003764212131500244
Rice2020Overfitting,0.0
Rice2020Overfitting,0.0
Rice2020Overfitting,0.037843555212020874
Rice2020Overfitting,0.023206442594528198
Rice2020Overfitting,0.0212840735912323
Rice2020Overfitting,0.10000002384185791
Rice2020Overfitting,0.05446678400039673
Rice2020Overfitting,0.002370178699493408
Rice2020Overfitting,0.07855507731437683
Rice2020Overfitting,0.08955651521682739
Rice2020Overfitting,0.18104809522628784
Rice2020Overfitting,0.02621641755104065
Carmon2019Unlabeled,0.02530038356781006
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.046730637550354004
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.028909891843795776
Carmon2019Unlabeled,0.05874788761138916
Carmon2019Unlabeled,0.009994447231292725
Carmon2019Unlabeled,0.007475107908248901
Carmon2019Unlabeled,0.03551042079925537
Carmon2019Unlabeled,0.017102301120758057
Carmon2019Unlabeled,0.08382320404052734
Carmon2019Unlabeled,0.20336756110191345
Carmon2019Unlabeled,0.002055913209915161
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.06935858726501465
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.07413411140441895
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.06498295068740845
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.0912342369556427
Carmon2019Unlabeled,0.019120126962661743
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.05148151516914368
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.018167883157730103
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.02535298466682434
Carmon2019Unlabeled,0.016293466091156006
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.015166789293289185
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.22041189670562744
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.14443406462669373
Carmon2019Unlabeled,0.15744924545288086
Carmon2019Unlabeled,0.04712885618209839
Carmon2019Unlabeled,0.03706634044647217
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.22303339838981628
Carmon2019Unlabeled,0.0319247841835022
Carmon2019Unlabeled,0.00973924994468689
Carmon2019Unlabeled,0.014984726905822754
Carmon2019Unlabeled,0.01382341980934143
Carmon2019Unlabeled,0.06385594606399536
Carmon2019Unlabeled,0.040558457374572754
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.03483957052230835
Carmon2019Unlabeled,0.02441909909248352
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.039656221866607666
Carmon2019Unlabeled,0.011039674282073975
Carmon2019Unlabeled,0.08927682042121887
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.014374256134033203
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.02568739652633667
Carmon2019Unlabeled,0.018389463424682617
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.05485779047012329
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.05477374792098999
Carmon2019Unlabeled,0.0493701696395874
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.05944669246673584
Carmon2019Unlabeled,0.057393014430999756
Carmon2019Unlabeled,0.24918481707572937
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.09951239824295044
Carmon2019Unlabeled,0.006232112646102905
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.025218039751052856
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.09406760334968567
Carmon2019Unlabeled,0.03734603524208069
Carmon2019Unlabeled,0.03938266634941101
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.06463870406150818
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.013843894004821777
Carmon2019Unlabeled,0.03936794400215149
Carmon2019Unlabeled,0.17688214778900146
Carmon2019Unlabeled,0.08762034773826599
Carmon2019Unlabeled,0.2989089787006378
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.02636861801147461
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.07307165861129761
Carmon2019Unlabeled,0.23565813899040222
Carmon2019Unlabeled,0.044271379709243774
Carmon2019Unlabeled,0.21270480751991272
Carmon2019Unlabeled,0.009619444608688354
Carmon2019Unlabeled,0.07761242985725403
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.07939749956130981
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.029098212718963623
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.0012438299600034952
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.167862206697464
Carmon2019Unlabeled,0.061500728130340576
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.04628491401672363
Carmon2019Unlabeled,0.07182970643043518
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.050210148096084595
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.05709204077720642
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.022563964128494263
Carmon2019Unlabeled,0.16481134295463562
Carmon2019Unlabeled,0.09854152798652649
Carmon2019Unlabeled,0.07260546088218689
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.08952596783638
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.06352248787879944
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.19509249925613403
Carmon2019Unlabeled,0.04261729121208191
Carmon2019Unlabeled,0.04330220818519592
Carmon2019Unlabeled,0.06845271587371826
Carmon2019Unlabeled,0.07401210069656372
Carmon2019Unlabeled,0.04547443985939026
Carmon2019Unlabeled,0.060250163078308105
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0009490251541137695
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.22140178084373474
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.01212167739868164
Carmon2019Unlabeled,0.03524264693260193
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.005099296569824219
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0024208426475524902
Carmon2019Unlabeled,0.08260932564735413
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.1828526258468628
Carmon2019Unlabeled,0.041923850774765015
Carmon2019Unlabeled,0.021523773670196533
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.09893521666526794
Carmon2019Unlabeled,0.05797070264816284
Carmon2019Unlabeled,0.009178847074508667
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.27885764837265015
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.09113037586212158
Carmon2019Unlabeled,0.013013005256652832
Carmon2019Unlabeled,0.030000001192092896
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.04340502619743347
Carmon2019Unlabeled,0.014943629503250122
Carmon2019Unlabeled,0.14450588822364807
Carmon2019Unlabeled,0.0
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.018153995275497437
Carmon2019Unlabeled,0.04430243372917175
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.06104761362075806
Carmon2019Unlabeled,0.01689276099205017
Carmon2019Unlabeled,0.10000002384185791
Carmon2019Unlabeled,0.0448552668094635
Carmon2019Unlabeled,0.30000004172325134
Carmon2019Unlabeled,0.030000001192092896
